id,p_code,first_name,last_name,gender,alt_last_name_1,alt_last_name_2,dob,hand,backhand,created_at,updated_at,country_id
1283,mdesw,Mariaan,De Swardt,F,,,1971-03-18,,,2016-01-01 04:08:33.601265,2016-01-01 04:08:33.601265,197
1284,mdiaz,Mariana,Diaz-Oliva,F,,,1976-03-11,R,2,2016-01-01 04:08:33.613593,2016-01-01 04:08:33.613593,10
1285,mdoi,Misaki,Doi,F,,,1991-04-29,L,2,2016-01-01 04:08:33.624964,2016-01-01 04:08:33.624964,109
1286,mdoma,Marta,Domachowska,F,,,1986-01-16,R,2,2016-01-01 04:08:33.637768,2016-01-01 04:08:33.637768,173
1287,mdows,Melissa,Dowse,F,,,1982-04-27,,,2016-01-01 04:08:33.649426,2016-01-01 04:08:33.649426,13
1288,mdrak,Maureen,Drake,F,,,1971-03-21,R,2,2016-01-01 04:08:33.662334,2016-01-01 04:08:33.662334,38
1289,mdrap,Mark,Draper,M,,,1971-02-11,R,,2016-01-01 04:08:33.674841,2016-01-01 04:08:33.674841,13
1290,mduqu,Mariana,Duque-Marino,F,,,1989-08-12,R,2,2016-01-01 04:08:33.69019,2016-01-01 04:08:33.69019,47
1291,mebde,Matthew,Ebden,M,,,1987-11-26,R,,2016-01-01 04:08:33.711292,2016-01-01 04:08:33.711292,13
1292,mecam,Maria-Elena,Camerin,F,,,1982-03-21,R,2,2016-01-01 04:08:33.722529,2016-01-01 04:08:33.722529,107
1293,mekst,Maria,Ekstrand,F,,,1970-03-02,,,2016-01-01 04:08:33.735094,2016-01-01 04:08:33.735094,208
1294,mendo,Mana,Endo,F,,,1976-02-06,R,,2016-01-01 04:08:33.746176,2016-01-01 04:08:33.746176,109
1295,mepel,Marie-Eve,Pelletier,F,,,1982-05-18,R,2,2016-01-01 04:08:33.75789,2016-01-01 04:08:33.75789,38
1296,merak,Marina,Erakovic,F,,,1988-03-06,R,2,2016-01-01 04:08:33.769982,2016-01-01 04:08:33.769982,156
1297,mesal,Maria-Emilia,Salerni,F,,,1983-05-14,R,2,2016-01-01 04:08:33.781794,2016-01-01 04:08:33.781794,10
1298,mfben,Maria-Francesca,Bentivoglio,F,,,1977-01-27,,,2016-01-01 04:08:33.793842,2016-01-01 04:08:33.793842,107
1299,mfili,Marcelo,Filippini,M,,,1967-08-04,R,,2016-01-01 04:08:33.805672,2016-01-01 04:08:33.805672,230
1300,mfisc,Martin,Fischer,M,,,1986-07-21,R,,2016-01-01 04:08:33.817537,2016-01-01 04:08:33.817537,14
1301,mfish,Mardy,Fish,M,,,1981-12-09,R,2,2016-01-01 04:08:33.829932,2016-01-01 04:08:33.829932,228
1302,mflur,Marc,Flur,M,,,1962-06-08,R,,2016-01-01 04:08:33.842416,2016-01-01 04:08:33.842416,228
1303,mgamb,Mary,Gambale,F,,,1988-12-18,R,2,2016-01-01 04:08:33.854043,2016-01-01 04:08:33.854043,228
1304,mgezn,Maria,Geznenge,F,,,1977-03-13,R,2,2016-01-01 04:08:33.865978,2016-01-01 04:08:33.865978,33
1305,mgicq,Marc,Gicquel,M,,,1977-03-30,R,,2016-01-01 04:08:33.878003,2016-01-01 04:08:33.878003,74
1306,mgmik,Marie-Gayanay,Mikaelian,F,,,1984-03-03,R,2,2016-01-01 04:08:33.889998,2016-01-01 04:08:33.889998,11
1307,mgolo,Maria,Goloviznina,F,,,1979-06-05,R,2,2016-01-01 04:08:33.902643,2016-01-01 04:08:33.902643,179
1308,mgonz,Maximo,Gonzalez,M,,,1983-07-20,R,,2016-01-01 04:08:33.914221,2016-01-01 04:08:33.914221,10
1309,mgran,Marcel,Granollers,M,,,1986-04-12,R,,2016-01-01 04:08:33.92615,2016-01-01 04:08:33.92615,200
1310,mgros,Marzia,Grossi,F,,,1970-09-02,,,2016-01-01 04:08:33.938005,2016-01-01 04:08:33.938005,107
1311,mgrzy,Magdalena,Grzybowska,F,,,1976-11-22,R,2,2016-01-01 04:08:33.949801,2016-01-01 04:08:33.949801,173
1312,mgurn,Melissa,Gurney,F,,,1969-06-24,,,2016-01-01 04:08:33.962027,2016-01-01 04:08:33.962027,228
1313,mgust,Magnus,Gustafsson,M,,,1967-01-03,R,,2016-01-01 04:08:33.973989,2016-01-01 04:08:33.973989,208
1314,mhada,Mauricio,Hadad,M,,,1971-12-07,R,,2016-01-01 04:08:33.985701,2016-01-01 04:08:33.985701,47
1315,mhant,Markus,Hantschk,M,,,1977-11-19,R,,2016-01-01 04:08:33.997891,2016-01-01 04:08:33.997891,82
1316,mhenn,Marcelo,Hennemann,M,,,1962-03-11,R,,2016-01-01 04:08:34.009755,2016-01-01 04:08:34.009755,30
1317,mhill,Michael,Hill,M,,,1974-06-30,R,,2016-01-01 04:08:34.021489,2016-01-01 04:08:34.021489,13
1318,mhilt,Mark,Hilton,M,,,1981-04-20,L,,2016-01-01 04:08:34.033772,2016-01-01 04:08:34.033772,227
1319,mhing,Martina,Hingis,F,,,1980-09-30,R,2,2016-01-01 04:08:34.045346,2016-01-01 04:08:34.045346,209
1320,mhipf,Markus,Hipfl,M,,,1978-04-26,R,,2016-01-01 04:08:34.057341,2016-01-01 04:08:34.057341,14
1321,mibrow,Michael,Brown,M,,,1971-04-10,R,,2016-01-01 04:08:34.069387,2016-01-01 04:08:34.069387,13
1322,micpast,Michaela,Pastikova,F,,,1980-03-27,R,2,2016-01-01 04:08:34.081477,2016-01-01 04:08:34.081477,57
1323,migpast,Miguel,Pastura,M,,,1973-05-27,R,,2016-01-01 04:08:34.093313,2016-01-01 04:08:34.093313,10
1324,mikrat,Michel,Kratochvil,M,,,1979-04-07,R,,2016-01-01 04:08:34.105399,2016-01-01 04:08:34.105399,209
1325,milha,Marsel,Ilhan,M,,,1987-06-11,R,,2016-01-01 04:08:34.117565,2016-01-01 04:08:34.117565,220
1326,minga,Marcelo,Ingaramo,M,,,1962-10-13,L,,2016-01-01 04:08:34.129839,2016-01-01 04:08:34.129839,10
1327,mirvi,Marissa,Irvin,F,,,1980-06-23,R,2,2016-01-01 04:08:34.141739,2016-01-01 04:08:34.141739,228
1328,mischn,Miriam,Schnitzer,F,,,1977-01-16,R,2,2016-01-01 04:08:34.153589,2016-01-01 04:08:34.153589,82
1329,mitaba,Michal,Tabara,M,,,1979-08-11,R,,2016-01-01 04:08:34.165286,2016-01-01 04:08:34.165286,57
1330,mjagg,Michelle,Jaggard,F,,,1969-05-06,,,2016-01-01 04:08:34.177602,2016-01-01 04:08:34.177602,13
1331,mjait,Martin,Jaite,M,,,1964-10-09,R,,2016-01-01 04:08:34.191227,2016-01-01 04:08:34.191227,10
1332,mjaus,Mima,Jausovec,F,,,1956-07-20,R,1,2016-01-01 04:08:34.202942,2016-01-01 04:08:34.202942,245
1333,mjave,Monique,Javer,F,,,1967-07-22,,,2016-01-01 04:08:34.21477,2016-01-01 04:08:34.21477,227
1334,mjazi,Malek,Jaziri,M,,,1984-01-20,R,,2016-01-01 04:08:34.226431,2016-01-01 04:08:34.226431,219
1335,mjfer,Mary Joe,Fernandez,F,,,1971-08-19,R,2,2016-01-01 04:08:34.238162,2016-01-01 04:08:34.238162,228
1336,mjgai,Maria-Jose,Gaidano,F,,,1973-05-25,R,2,2016-01-01 04:08:34.250248,2016-01-01 04:08:34.250248,10
1337,mjkoe,Maria Joao,Koehler,F,,,1992-10-08,L,2,2016-01-01 04:08:34.261901,2016-01-01 04:08:34.261901,174
1338,mjmas,Maria Jose,Martinez Sanchez,F,,,1982-08-12,L,2,2016-01-01 04:08:34.273744,2016-01-01 04:08:34.273744,200
1339,mjoha,Mathilde,Johansson,F,,,1985-04-28,R,2,2016-01-01 04:08:34.285966,2016-01-01 04:08:34.285966,74
1340,mjoyc,Michael,Joyce,M,,,1973-02-01,R,,2016-01-01 04:08:34.297825,2016-01-01 04:08:34.297825,228
1341,mjugi,Mervana,Jugic-Salkic,F,,,1980-05-14,R,2,2016-01-01 04:08:34.310186,2016-01-01 04:08:34.310186,27
1342,mkapl,Mark,Kaplan,M,,,1967-12-20,R,,2016-01-01 04:08:34.321777,2016-01-01 04:08:34.321777,197
1343,mkeil,Mark,Keil,M,,,1967-06-03,R,,2016-01-01 04:08:34.333559,2016-01-01 04:08:34.333559,228
1344,mkeys,Madison,Keys,F,,,1995-02-17,R,2,2016-01-01 04:08:34.345757,2016-01-01 04:08:34.345757,228
1345,mkgoe,Marc-Kevin,Goellner,M,,,1970-09-22,R,,2016-01-01 04:08:34.357668,2016-01-01 04:08:34.357668,82
1346,mkido,Maya,Kidowaki,F,,,1969-05-17,,,2016-01-01 04:08:34.369288,2016-01-01 04:08:34.369288,109
1347,mkien,Monique,Kiene,F,,,1974-08-05,,,2016-01-01 04:08:34.381569,2016-01-01 04:08:34.381569,153
1348,mkimm,Marc,Kimmich,M,,,1983-01-21,R,,2016-01-01 04:08:34.393468,2016-01-01 04:08:34.393468,13
1349,mkiri,Maria,Kirilenko,F,,,1987-01-25,R,2,2016-01-01 04:08:34.405453,2016-01-01 04:08:34.405453,179
1350,mkliz,Martin,Klizan,M,,,1989-07-11,L,,2016-01-01 04:08:34.417721,2016-01-01 04:08:34.417721,193
1351,mknow,Mark,Knowles,M,,,1971-09-04,R,,2016-01-01 04:08:34.429423,2016-01-01 04:08:34.429423,16
1352,mkoch,Marketa,Kochta,F,,,1975-07-14,R,,2016-01-01 04:08:34.441458,2016-01-01 04:08:34.441458,82
1353,mkoev,Mark,Koevermans,M,,,1968-02-03,R,,2016-01-01 04:08:34.453682,2016-01-01 04:08:34.453682,153
1354,mkohl,Michael,Kohlmann,M,,,1974-01-11,R,,2016-01-01 04:08:34.465159,2016-01-01 04:08:34.465159,82
1355,mkory,Mariya,Koryttseva,F,,,1985-02-25,R,2,2016-01-01 04:08:34.477377,2016-01-01 04:08:34.477377,225
1356,mkraj,Michaella,Krajicek,F,,,1989-01-09,R,2,2016-01-01 04:08:34.489484,2016-01-01 04:08:34.489484,153
1357,mkuku,Mikhail,Kukushkin,M,,,1987-12-26,R,,2016-01-01 04:08:34.501303,2016-01-01 04:08:34.501303,111
1358,mkure,Michael,Kures,M,,,1964-07-25,R,,2016-01-01 04:08:34.513452,2016-01-01 04:08:34.513452,228
1359,mlama,Magalie,Lamarre,F,,,1978-02-24,R,2,2016-01-01 04:08:34.525342,2016-01-01 04:08:34.525342,74
1360,mlamm,Michael,Lammer,M,,,1982-03-25,R,,2016-01-01 04:08:34.537758,2016-01-01 04:08:34.537758,209
1361,mlars,Magnus,Larsson,M,,,1970-03-25,R,,2016-01-01 04:08:34.549751,2016-01-01 04:08:34.549751,208
1362,mlaur,Martin,Laurendeau,M,,,1964-07-10,R,,2016-01-01 04:08:34.561617,2016-01-01 04:08:34.561617,38
1363,mlava,Maider,Laval,F,,,1970-05-18,,,2016-01-01 04:08:34.57362,2016-01-01 04:08:34.57362,74
1364,mldan,Mary-Lou,Daniels,F,,,1961-08-06,R,,2016-01-01 04:08:34.585594,2016-01-01 04:08:34.585594,228
1365,mldeb,Michelle,Larcher De Brito,F,,,1993-01-29,R,2,2016-01-01 04:08:34.597215,2016-01-01 04:08:34.597215,174
1366,mlee,Martin,Lee,M,,,1978-01-13,L,,2016-01-01 04:08:34.611195,2016-01-01 04:08:34.611195,227
1367,mlind,Maria,Lindstrom,F,,,1963-03-07,,,2016-01-01 04:08:34.623249,2016-01-01 04:08:34.623249,208
1368,mllod,Michael,Llodra,M,,,1980-05-18,L,1,2016-01-01 04:08:34.634446,2016-01-01 04:08:34.634446,74
1369,mlope,Marc,Lopez,M,,,1982-07-31,R,,2016-01-01 04:08:34.646622,2016-01-01 04:08:34.646622,200
1370,mloui,Mareen,Louie-Harper,F,,,1960-08-15,,,2016-01-01 04:08:34.696416,2016-01-01 04:08:34.696416,228
1371,mlrey,Maria-Luciana,Reynares,F,,,1976-02-09,,,2016-01-01 04:08:34.709011,2016-01-01 04:08:34.709011,10
1372,mluci,Mirjana,Lucic,F,,,1982-03-09,R,2,2016-01-01 04:08:34.719965,2016-01-01 04:08:34.719965,54
1373,mmacl,Miles,MacLagan,M,,,1974-09-23,R,,2016-01-01 04:08:34.73169,2016-01-01 04:08:34.73169,227
1374,mmarr,Marta,Marrero,F,,,1983-01-16,R,2,2016-01-01 04:08:34.743494,2016-01-01 04:08:34.743494,200
1375,mmart,Marzio,Martelli,M,,,1971-12-14,R,,2016-01-01 04:08:34.754843,2016-01-01 04:08:34.754843,107
1376,mmaru,Marion,Maruska,F,,,1972-12-15,,,2016-01-01 04:08:34.766784,2016-01-01 04:08:34.766784,14
1377,mmate,Maja,Matevzic,F,,,1980-06-13,L,2,2016-01-01 04:08:34.778657,2016-01-01 04:08:34.778657,194
1378,mmato,Marinko,Matosevic,M,,,1985-08-08,,,2016-01-01 04:08:34.790329,2016-01-01 04:08:34.790329,13
1379,mmcgr,Meredith,McGrath,F,,,1971-04-28,,,2016-01-01 04:08:34.802699,2016-01-01 04:08:34.802699,228
1380,mmclu,Michael,McLune,M,,,1989-08-22,R,1,2016-01-01 04:08:34.814138,2016-01-01 04:08:34.814138,228
1381,mmeci,Miloslav,Mecir,M,,,1964-05-19,R,,2016-01-01 04:08:34.826029,2016-01-01 04:08:34.826029,242
1382,mmeci2,Miloslav,Mecir Jr,M,,,1988-01-20,R,2,2016-01-01 04:08:34.838312,2016-01-01 04:08:34.838312,193
1384,mmert,Michal,Mertinak,M,,,1979-10-11,R,,2016-01-01 04:08:34.861873,2016-01-01 04:08:34.861873,193
1385,mmesk,Marcella,Mesker,F,,,1959-05-23,,,2016-01-01 04:08:34.873983,2016-01-01 04:08:34.873983,153
1386,mmidd,Melissa,Middleton,F,,,1982-06-06,R,2,2016-01-01 04:08:34.923753,2016-01-01 04:08:34.923753,228
1387,mmill,Megan,Miller,F,,,1977-09-20,,,2016-01-01 04:08:34.935342,2016-01-01 04:08:34.935342,227
1388,mmine,Mandy,Minella,F,,,1985-11-22,R,2,2016-01-01 04:08:34.946897,2016-01-01 04:08:34.946897,126
1389,mmirn,Max,Mirnyi,M,,,1977-07-06,R,,2016-01-01 04:08:34.958783,2016-01-01 04:08:34.958783,20
1390,mmiya,Misumi,Miyauchi,F,,,1971-09-06,,,2016-01-01 04:08:34.970565,2016-01-01 04:08:34.970565,109
1391,mmont,Mathieu,Montcourt,M,,,1985-03-04,R,,2016-01-01 04:08:34.982931,2016-01-01 04:08:34.982931,74
1392,mmroz,Magdalena,Mroz,F,,,1970-08-22,,,2016-01-01 04:08:35.01759,2016-01-01 04:08:35.01759,173
1393,mmull,Martina,Muller,F,,,1982-10-11,R,2,2016-01-01 04:08:35.045236,2016-01-01 04:08:35.045236,82
1394,mnaew,Markus,Naewie,M,,,1970-01-07,R,,2016-01-01 04:08:35.057159,2016-01-01 04:08:35.057159,82
1395,mnard,Massimiliano,Narducci,M,,,1964-02-25,R,,2016-01-01 04:08:35.067846,2016-01-01 04:08:35.067846,107
1396,mnava,Mose,Navarra,M,,,1974-07-18,L,,2016-01-01 04:08:35.079506,2016-01-01 04:08:35.079506,107
1397,mnavr,Martina,Navratilova,F,,,1956-10-18,L,1,2016-01-01 04:08:35.091601,2016-01-01 04:08:35.091601,228
1398,mnicu,Monica,Niculescu,F,,,1987-09-25,R,B,2016-01-01 04:08:35.127941,2016-01-01 04:08:35.127941,178
1399,mnido,Miguel,Nido,M,,,1963-03-08,R,,2016-01-01 04:08:35.139785,2016-01-01 04:08:35.139785,175
1400,mnorm,Magnus,Norman,M,,,1976-05-30,R,,2016-01-01 04:08:35.150591,2016-01-01 04:08:35.150591,208
1401,mobart,Mona,Barthel,F,,,1990-07-11,R,2,2016-01-01 04:08:35.163004,2016-01-01 04:08:35.163004,82
1402,mondr,Marcos,Ondruska,M,,,1972-12-18,R,,2016-01-01 04:08:35.17477,2016-01-01 04:08:35.17477,197
1403,moost,Menno,Oosting,M,,,1964-05-17,R,,2016-01-01 04:08:35.18635,2016-01-01 04:08:35.18635,153
1404,morem,Miriam,Oremans,F,,,1972-09-09,,,2016-01-01 04:08:35.198377,2016-01-01 04:08:35.198377,153
1405,moudi,Melanie,Oudin,F,,,1991-09-23,R,2,2016-01-01 04:08:35.210524,2016-01-01 04:08:35.210524,228
1406,mpala,Maja,Palaversic,F,,,1973-03-24,R,2,2016-01-01 04:08:35.222195,2016-01-01 04:08:35.222195,54
1407,mpawl,Martina,Pawlik,F,,,1969-12-08,,,2016-01-01 04:08:35.234094,2016-01-01 04:08:35.234094,82
1408,mpaz,Mercedes,Paz,F,,,1966-06-27,,,2016-01-01 04:08:35.245927,2016-01-01 04:08:35.245927,10
1409,mpere,Mariana,Perez-Roldan,F,,,1967-11-07,,,2016-01-01 04:08:35.258062,2016-01-01 04:08:35.258062,10
1410,mpern,Mikael,Pernfors,M,,,1963-07-17,R,,2016-01-01 04:08:35.269956,2016-01-01 04:08:35.269956,208
1411,mpetc,Mark,Petchey,M,,,1970-08-01,R,,2016-01-01 04:08:35.281852,2016-01-01 04:08:35.281852,227
1412,mphil,Mark,Philippoussis,M,,,1976-11-07,R,1,2016-01-01 04:08:35.294002,2016-01-01 04:08:35.294002,13
1413,mpier,Mary,Pierce,F,,,1975-01-15,R,2,2016-01-01 04:08:35.306012,2016-01-01 04:08:35.306012,74
1414,mprzy,Michal,Przysiezny,M,,,1984-02-16,R,,2016-01-01 04:08:35.317817,2016-01-01 04:08:35.317817,173
1415,mpuer,Mariano,Puerta,M,,,1978-09-19,L,,2016-01-01 04:08:35.367758,2016-01-01 04:08:35.367758,10
1416,mpuig,Monica,Puig,F,,,1993-09-27,R,2,2016-01-01 04:08:35.379667,2016-01-01 04:08:35.379667,175
1417,mpurc,Melle,Purcell,M,,,1959-07-18,R,,2016-01-01 04:08:35.392299,2016-01-01 04:08:35.392299,228
1418,mraon,Milos,Raonic,M,,,1990-12-27,R,2,2016-01-01 04:08:35.403751,2016-01-01 04:08:35.403751,38
1419,mreid,Matt,Reid,M,,,1990-07-17,R,,2016-01-01 04:08:35.415227,2016-01-01 04:08:35.415227,13
1420,mrinc,Mario,Rincon,M,,,1967-12-13,,,2016-01-01 04:08:35.427534,2016-01-01 04:08:35.427534,47
1421,mrios,Marcelo,Rios,M,,,1975-12-26,L,2,2016-01-01 04:08:35.439643,2016-01-01 04:08:35.439643,43
1422,mrjeo,Mi-Ra,Jeon,F,,,1978-02-06,,,2016-01-01 04:08:35.451672,2016-01-01 04:08:35.451672,115
1423,mrobe,Michael,Robertson,M,,,1963-07-02,R,,2016-01-01 04:08:35.463402,2016-01-01 04:08:35.463402,228
1424,mrodr,Martin,Rodriguez,M,,,1969-12-18,R,,2016-01-01 04:08:35.47583,2016-01-01 04:08:35.47583,10
1425,mross,Marc,Rosset,M,,,1970-11-07,R,,2016-01-01 04:08:35.487987,2016-01-01 04:08:35.487987,209
1426,mruah,Maurice,Ruah,M,,,1971-02-19,R,,2016-01-01 04:08:35.499177,2016-01-01 04:08:35.499177,233
1427,mruss,Michael,Russell,M,,,1978-05-01,R,2,2016-01-01 04:08:35.511371,2016-01-01 04:08:35.511371,228
1428,mryba,Magdalena,Rybarikova,F,,,1988-10-04,R,2,2016-01-01 04:08:35.522859,2016-01-01 04:08:35.522859,193
1429,msaek,Miho,Saeki,F,,,1976-03-18,R,2,2016-01-01 04:08:35.534868,2016-01-01 04:08:35.534868,109
1430,msafi,Marat,Safin,M,,,1980-01-27,R,2,2016-01-01 04:08:35.586524,2016-01-01 04:08:35.586524,179
1431,msanc,Maria,Sanchez,F,,,1989-11-26,R,2,2016-01-01 04:08:35.610731,2016-01-01 04:08:35.610731,228
1432,msancl,Maria,Sanchez Lorenzo,F,,,1977-11-07,R,B,2016-01-01 04:08:35.633311,2016-01-01 04:08:35.633311,200
1433,msant,Mara,Santangelo,F,,,1981-06-28,R,2,2016-01-01 04:08:35.644521,2016-01-01 04:08:35.644521,107
1434,mscha,Michiel,Schapers,M,,,1959-10-11,R,,2016-01-01 04:08:35.656048,2016-01-01 04:08:35.656048,153
1435,mschn,Melanie,Schnell,F,,,1977-02-22,,,2016-01-01 04:08:35.667508,2016-01-01 04:08:35.667508,14
1437,msell,Michael,Sell,M,,,1972-08-23,R,,2016-01-01 04:08:35.691733,2016-01-01 04:08:35.691733,228
1438,msequ,Milagros,Sequera,F,,,1980-09-30,R,2,2016-01-01 04:08:35.703655,2016-01-01 04:08:35.703655,233
1439,msern,Magui,Serna,F,,,1979-03-01,L,,2016-01-01 04:08:35.716394,2016-01-01 04:08:35.716394,200
1440,mshar,Maria,Sharapova,F,,,1987-04-19,R,2,2016-01-01 04:08:35.728255,2016-01-01 04:08:35.728255,179
1441,mshau,Meghann,Shaughnessy,F,,,1979-04-13,R,2,2016-01-01 04:08:35.739726,2016-01-01 04:08:35.739726,228
1442,msinn,Martin,Sinner,M,,,1968-02-07,R,,2016-01-01 04:08:35.751528,2016-01-01 04:08:35.751528,82
1443,mslan,Martin,Slanar,M,,,1981-05-01,R,,2016-01-01 04:08:35.802718,2016-01-01 04:08:35.802718,14
1444,msout,Melanie,South,F,,,1986-05-03,R,2,2016-01-01 04:08:35.824561,2016-01-01 04:08:35.824561,227
1445,msrej,Milan,Srejber,M,,,1963-12-30,R,,2016-01-01 04:08:35.835729,2016-01-01 04:08:35.835729,57
1446,mstic,Michael,Stich,M,,,1968-10-18,R,1,2016-01-01 04:08:35.847574,2016-01-01 04:08:35.847574,82
1447,mstra,Maria,Strandlund,F,,,1969-08-17,,,2016-01-01 04:08:35.859066,2016-01-01 04:08:35.859066,208
1448,mstre,Martin,Strelba,M,,,1967-03-22,R,,2016-01-01 04:08:35.910301,2016-01-01 04:08:35.910301,57
1449,msuch,Martina,Sucha,F,,,1980-11-20,R,2,2016-01-01 04:08:35.932915,2016-01-01 04:08:35.932915,193
1451,mtaus,Michael,Tauson,M,,,1966-06-25,R,,2016-01-01 04:08:35.955833,2016-01-01 04:08:35.955833,58
1452,mtebb,Michael,Tebbutt,M,,,1970-12-22,L,,2016-01-01 04:08:35.96735,2016-01-01 04:08:35.96735,13
1453,mteix,Maxime,Teixeira,M,,,1989-01-18,R,,2016-01-01 04:08:35.97918,2016-01-01 04:08:35.97918,74
1454,mtide,Magnus,Tideman,M,,,1963-04-09,R,,2016-01-01 04:08:35.990992,2016-01-01 04:08:35.990992,208
1455,mtill,Mikael,Tillstrom,M,,,1972-03-05,R,,2016-01-01 04:08:36.003108,2016-01-01 04:08:36.003108,208
1456,mtorr,Michelle,Torres,F,,,1967-06-27,,,2016-01-01 04:08:36.014751,2016-01-01 04:08:36.014751,228
1457,mttor,Maria Theresa,Torro-Flor,F,,,1992-05-02,R,2,2016-01-01 04:08:36.026504,2016-01-01 04:08:36.026504,200
1458,mtu,Meilen,Tu,F,,,1978-01-17,R,2,2016-01-01 04:08:36.038836,2016-01-01 04:08:36.038836,228
1459,mvajd,Marian,Vajda,M,,,1965-03-24,R,,2016-01-01 04:08:36.050357,2016-01-01 04:08:36.050357,193
1460,mvand,Marianne,Van Der Torre,F,,,1961-08-18,,,2016-01-01 04:08:36.062603,2016-01-01 04:08:36.062603,153
1461,mvang,Melle,Van Gemerden,M,,,1979-05-09,R,,2016-01-01 04:08:36.07477,2016-01-01 04:08:36.07477,153
1462,mvann,Molly,Van Nostrand,F,,,1965-03-12,,,2016-01-01 04:08:36.086559,2016-01-01 04:08:36.086559,228
1463,mvass,Martin,Vassallo Arguello,M,,,1980-02-10,R,,2016-01-01 04:08:36.098905,2016-01-01 04:08:36.098905,10
1464,mvavr,Miroslava,Vavrinec,F,,,1978-04-01,R,,2016-01-01 04:08:36.110622,2016-01-01 04:08:36.110622,209
1465,mvele,Milen,Velev,M,,,1971-09-04,R,,2016-01-01 04:08:36.12247,2016-01-01 04:08:36.12247,33
1466,mverk,Martin,Verkerk,M,,,1978-10-31,R,,2016-01-01 04:08:36.14723,2016-01-01 04:08:36.14723,153
1467,mviol,Matteo,Viola,M,,,1987-07-07,R,2,2016-01-01 04:08:36.158337,2016-01-01 04:08:36.158337,107
1468,mvisc,Mario,Visconti,M,,,1968-10-23,R,,2016-01-01 04:08:36.182727,2016-01-01 04:08:36.182727,107
1469,mwein,Marlene,Weingartner,F,,,1980-01-30,R,2,2016-01-01 04:08:36.194769,2016-01-01 04:08:36.194769,82
1470,mwejn,Monika,Wejnert,F,,,1992-04-06,,,2016-01-01 04:08:36.206564,2016-01-01 04:08:36.206564,13
1471,mwerd,Marianne,Werdel,F,,,1967-10-17,,,2016-01-01 04:08:36.218353,2016-01-01 04:08:36.218353,228
1472,mwest,Michael,Westphal,M,,,1965-02-19,R,,2016-01-01 04:08:36.23052,2016-01-01 04:08:36.23052,82
1473,mwila,Mats,Wilander,M,,,1964-08-22,R,2,2016-01-01 04:08:36.268465,2016-01-01 04:08:36.268465,208
1474,mwood,Mark,Woodforde,M,,,1965-09-23,L,,2016-01-01 04:08:36.280478,2016-01-01 04:08:36.280478,13
1475,mwost,Martin,Wostenholme,M,,,1962-10-11,R,,2016-01-01 04:08:36.292607,2016-01-01 04:08:36.292607,38
1476,myana,Masako,Yanagi,F,,,1959-11-11,,,2016-01-01 04:08:36.303572,2016-01-01 04:08:36.303572,109
1477,myani,Michael,Yani,M,,,1980-12-31,R,2,2016-01-01 04:08:36.315509,2016-01-01 04:08:36.315509,228
1478,myouz,Mikhail,Youzhny,M,,,1982-06-25,R,1,2016-01-01 04:08:36.327549,2016-01-01 04:08:36.327549,179
1479,myuan,Meng,Yuan,F,,,1986-05-09,R,2,2016-01-01 04:08:36.339313,2016-01-01 04:08:36.339313,44
1480,mzaba,Mariano,Zabaleta,M,,,1978-02-28,R,,2016-01-01 04:08:36.378103,2016-01-01 04:08:36.378103,10
1481,mzane,Maryna,Zanevska,F,,,1993-08-24,R,2,2016-01-01 04:08:36.389998,2016-01-01 04:08:36.389998,225
1482,mzecp,Masa,Zec-Peskiric,F,,,1987-01-21,R,2,2016-01-01 04:08:36.413496,2016-01-01 04:08:36.413496,194
1483,mzill,Markus,Zillner,M,,,1970-03-19,L,,2016-01-01 04:08:36.425493,2016-01-01 04:08:36.425493,82
1484,mzive,Maja,Zivec-Skulj,F,,,1973-09-25,,,2016-01-01 04:08:36.436258,2016-01-01 04:08:36.436258,82
1485,mzoec,Markus,Zoecke,M,,,1968-05-10,R,,2016-01-01 04:08:36.447833,2016-01-01 04:08:36.447833,82
1486,mzver,Mischa,Zverev,M,,,1977-08-22,R,,2016-01-01 04:08:36.48607,2016-01-01 04:08:36.48607,82
1450,mtang,Min,Tang,F,,,1971-01-26,,,2016-01-01 04:08:35.944294,2016-02-11 21:28:10.349618,98
1487,nabroa,Naomi,Broady,F,,,1990-02-28,R,1,2016-01-01 04:08:36.497936,2016-01-01 04:08:36.497936,227
1488,nali,Na,Li,F,,,1982-02-26,R,2,2016-01-01 04:08:36.508137,2016-01-01 04:08:36.508137,44
1489,nalma,Nicolas,Almagro,M,,,1985-08-21,R,1,2016-01-01 04:08:36.519656,2016-01-01 04:08:36.519656,200
1490,naren,Nicole,Arendt,F,,,1969-08-26,L,,2016-01-01 04:08:36.532444,2016-01-01 04:08:36.532444,228
1491,navil,Neus,Avila-Bonastre,F,,,1971-07-26,,,2016-01-01 04:08:36.545408,2016-01-01 04:08:36.545408,200
1492,nbaud,Nathalie,Baudone,F,,,1972-07-12,,,2016-01-01 04:08:36.556917,2016-01-01 04:08:36.556917,107
1493,nbehr,Noam,Behr,M,,,1975-10-13,L,,2016-01-01 04:08:36.56791,2016-01-01 04:08:36.56791,106
1494,nborw,Neil,Borwick,M,,,1967-09-15,L,,2016-01-01 04:08:36.579741,2016-01-01 04:08:36.579741,13
1495,nbrat,Nina,Bratchikova,F,,,1985-06-28,R,2,2016-01-01 04:08:36.5915,2016-01-01 04:08:36.5915,179
